,TM,address_city,address_gu,sub_address,STN,ta_max,ta_min,ta_max_min,hm_min,hm_max,ws_max,ws_ins_max,rn_day,call_count
43,20240501,부산광역시,영도구,남항동,159,17.5,11.4,6.1,46.1,84.2,5.7,11.7,0.0,1
44,20240501,부산광역시,영도구,대교동,159,17.5,11.4,6.1,46.1,84.2,5.7,11.7,0.0,1
45,20240501,부산광역시,영도구,동삼동,910,16.2,11.4,4.8,57.6,92.2,9.1,12.4,0.0,2
46,20240501,부산광역시,영도구,봉래동,159,17.5,11.4,6.1,46.1,84.2,5.7,11.7,0.0,1
47,20240501,부산광역시,중구,부평동,159,17.5,11.4,6.1,46.1,84.2,5.7,11.7,0.0,1
48,20240501,부산광역시,해운대구,반송동,937,16.9,9.9,7.0,55.3,93.9,4.5,9.7,0.0,1
49,20240501,부산광역시,해운대구,우동,937,16.9,9.9,7.0,55.3,93.9,4.5,9.7,0.0,1
50,20240501,부산광역시,해운대구,재송동,937,16.9,9.9,7.0,55.3,93.9,4.5,9.7,0.0,1
51,20240501,부산광역시,해운대구,중동,937,16.9,9.9,7.0,55.3,93.9,4.5,9.7,0.0,1
52,20240502,부산광역시,강서구,대저1동,904,21.7,8.5,13.2,32.7,90.2,5.3,7.8,0.0,2
53,20240502,부산광역시,강서구,명지동,904,21.7,8.5,13.2,32.7,90.2,5.3,7.8,0.0,2
54,20240502,부산광역시,강서구,성북동,921,19.4,10.3,9.1,49.6,73.2,7.2,10.0,0.0,2
55,20240502,부산광역시,강서구,신호동,950,19.9,9.7,10.2,42.5,81.2,6.2,10.1,0.0,1
56,20240502,부산광역시,강서구,천성동,921,19.4,10.3,9.1,49.6,73.2,7.2,10.0,0.0,1
57,20240502,부산광역시,금정구,부곡동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
58,20240502,부산광역시,금정구,서동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
59,20240502,부산광역시,금정구,장전동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
60,20240502,부산광역시,금정구,청룡동,939,20.8,5.7,15.1,35.5,97.3,3.8,7.6,0.0,1
61,20240502,부산광역시,금정구,회동동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
62,20240502,부산광역시,기장군,기장읍,923,18.0,10.3,7.7,49.3,88.7,3.2,6.9,0.0,2
63,20240502,부산광역시,기장군,일광읍,923,18.0,10.3,7.7,49.3,88.7,3.2,6.9,0.0,1
64,20240502,부산광역시,기장군,장안읍,923,18.0,10.3,7.7,49.3,88.7,3.2,6.9,0.0,1
65,20240502,부산광역시,기장군,철마면,939,20.8,5.7,15.1,35.5,97.3,3.8,7.6,0.0,1
66,20240502,부산광역시,남구,감만동,942,18.8,9.8,9.0,51.4,100.0,4.9,10.7,0.0,1
67,20240502,부산광역시,남구,대연동,942,18.8,9.8,9.0,51.4,100.0,4.9,10.7,0.0,1
68,20240502,부산광역시,동구,좌천동,942,18.8,9.8,9.0,51.4,100.0,4.9,10.7,0.0,2
69,20240502,부산광역시,동구,초량동,159,19.4,10.5,8.9,46.0,77.2,4.7,8.3,0.0,1
70,20240502,부산광역시,동래구,명륜동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
71,20240502,부산광역시,동래구,수안동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
72,20240502,부산광역시,동래구,안락동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
73,20240502,부산광역시,부산진구,가야동,938,20.3,8.3,12.0,38.4,89.9,4.0,6.8,0.0,2
74,20240502,부산광역시,부산진구,개금동,938,20.3,8.3,12.0,38.4,89.9,4.0,6.8,0.0,2
75,20240502,부산광역시,부산진구,당감동,938,20.3,8.3,12.0,38.4,89.9,4.0,6.8,0.0,1
76,20240502,부산광역시,부산진구,범전동,938,20.3,8.3,12.0,38.4,89.9,4.0,6.8,0.0,1
77,20240502,부산광역시,부산진구,범천동,942,18.8,9.8,9.0,51.4,100.0,4.9,10.7,0.0,1
78,20240502,부산광역시,부산진구,부암동,938,20.3,8.3,12.0,38.4,89.9,4.0,6.8,0.0,1
79,20240502,부산광역시,부산진구,부전동,938,20.3,8.3,12.0,38.4,89.9,4.0,6.8,0.0,1
80,20240502,부산광역시,부산진구,양정동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
81,20240502,부산광역시,부산진구,초읍동,941,22.0,9.0,13.0,32.2,87.0,4.6,9.3,0.0,1
82,20240502,부산광역시,북구,금곡동,941,22.0,9.0,13.0,32.2,87.0,4.6,9.3,0.0,1
83,20240502,부산광역시,북구,덕천동,941,22.0,9.0,13.0,32.2,87.0,4.6,9.3,0.0,2
84,20240502,부산광역시,북구,만덕동,941,22.0,9.0,13.0,32.2,87.0,4.6,9.3,0.0,2
85,20240502,부산광역시,북구,화명동,941,22.0,9.0,13.0,32.2,87.0,4.6,9.3,0.0,1
86,20240502,부산광역시,사상구,괘법동,904,21.7,8.5,13.2,32.7,90.2,5.3,7.8,0.0,1
87,20240502,부산광역시,사하구,괴정동,950,19.9,9.7,10.2,42.5,81.2,6.2,10.1,0.0,1
88,20240502,부산광역시,사하구,다대동,950,19.9,9.7,10.2,42.5,81.2,6.2,10.1,0.0,2
89,20240502,부산광역시,사하구,신평동,950,19.9,9.7,10.2,42.5,81.2,6.2,10.1,0.0,3
90,20240502,부산광역시,사하구,하단동,950,19.9,9.7,10.2,42.5,81.2,6.2,10.1,0.0,1
91,20240502,부산광역시,서구,서대신동,159,19.4,10.5,8.9,46.0,77.2,4.7,8.3,0.0,2
92,20240502,부산광역시,수영구,광안동,937,21.9,8.8,13.1,38.6,93.0,3.3,9.9,0.0,2
93,20240502,부산광역시,수영구,망미동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,1
94,20240502,부산광역시,연제구,연산동,940,20.8,9.1,11.7,40.4,89.8,2.9,6.1,0.0,3
95,20240502,부산광역시,영도구,봉래동,159,19.4,10.5,8.9,46.0,77.2,4.7,8.3,0.0,1
96,20240502,부산광역시,영도구,청학동,159,19.4,10.5,8.9,46.0,77.2,4.7,8.3,0.0,1
97,20240502,부산광역시,중구,보수동,159,19.4,10.5,8.9,46.0,77.2,4.7,8.3,0.0,1
98,20240502,부산광역시,중구,부평동,159,19.4,10.5,8.9,46.0,77.2,4.7,8.3,0.0,1
99,20240502,부산광역시,해운대구,반송동,937,21.9,8.8,13.1,38.6,93.0,3.3,9.9,0.0,1
100,20240502,부산광역시,해운대구,반여동,937,21.9,8.8,13.1,38.6,93.0,3.3,9.9,0.0,1
101,20240502,부산광역시,해운대구,송정동,937,21.9,8.8,13.1,38.6,93.0,3.3,9.9,0.0,1
102,20240502,부산광역시,해운대구,우동,937,21.9,8.8,13.1,38.6,93.0,3.3,9.9,0.0,2
103,20240502,부산광역시,해운대구,재송동,937,21.9,8.8,13.1,38.6,93.0,3.3,9.9,0.0,1
104,20240502,부산광역시,해운대구,좌동,937,21.9,8.8,13.1,38.6,93.0,3.3,9.9,0.0,1
105,20240503,부산광역시,강서구,강동동,904,24.2,9.6,14.6,31.2,94.5,5.1,8.2,0.0,1
106,20240503,부산광역시,강서구,대저2동,904,24.2,9.6,14.6,31.2,94.5,5.1,8.2,0.0,1
107,20240503,부산광역시,강서구,명지동,904,24.2,9.6,14.6,31.2,94.5,5.1,8.2,0.0,2
108,20240503,부산광역시,금정구,금사동,940,23.2,9.2,14.0,24.9,91.1,3.1,6.3,0.0,1
109,20240503,부산광역시,금정구,부곡동,940,23.2,9.2,14.0,24.9,91.1,3.1,6.3,0.0,2
110,20240503,부산광역시,기장군,기장읍,923,20.3,9.4,10.9,51.8,91.1,3.5,5.7,0.0,2
111,20240503,부산광역시,기장군,장안읍,923,20.3,9.4,10.9,51.8,91.1,3.5,5.7,0.0,1
112,20240503,부산광역시,남구,감만동,942,21.8,10.7,11.1,32.4,92.4,2.8,4.4,0.0,1
113,20240503,부산광역시,남구,대연동,942,21.8,10.7,11.1,32.4,92.4,2.8,4.4,0.0,1
114,20240503,부산광역시,남구,문현동,942,21.8,10.7,11.1,32.4,92.4,2.8,4.4,0.0,2
115,20240503,부산광역시,남구,용호동,942,21.8,10.7,11.1,32.4,92.4,2.8,4.4,0.0,1
116,20240503,부산광역시,동구,범일동,942,21.8,10.7,11.1,32.4,92.4,2.8,4.4,0.0,1
117,20240503,부산광역시,동구,수정동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
118,20240503,부산광역시,동래구,명장동,940,23.2,9.2,14.0,24.9,91.1,3.1,6.3,0.0,1
119,20240503,부산광역시,동래구,사직동,940,23.2,9.2,14.0,24.9,91.1,3.1,6.3,0.0,1
120,20240503,부산광역시,동래구,온천동,940,23.2,9.2,14.0,24.9,91.1,3.1,6.3,0.0,2
121,20240503,부산광역시,부산진구,가야동,938,22.7,9.0,13.7,24.3,90.4,3.7,6.4,0.0,1
122,20240503,부산광역시,부산진구,범천동,942,21.8,10.7,11.1,32.4,92.4,2.8,4.4,0.0,2
123,20240503,부산광역시,부산진구,부전동,938,22.7,9.0,13.7,24.3,90.4,3.7,6.4,0.0,2
124,20240503,부산광역시,북구,금곡동,941,24.8,9.6,15.2,26.9,91.7,4.1,6.8,0.0,1
125,20240503,부산광역시,북구,덕천동,941,24.8,9.6,15.2,26.9,91.7,4.1,6.8,0.0,1
126,20240503,부산광역시,사상구,괘법동,904,24.2,9.6,14.6,31.2,94.5,5.1,8.2,0.0,1
127,20240503,부산광역시,사상구,모라동,904,24.2,9.6,14.6,31.2,94.5,5.1,8.2,0.0,1
128,20240503,부산광역시,사상구,주례동,938,22.7,9.0,13.7,24.3,90.4,3.7,6.4,0.0,2
129,20240503,부산광역시,사하구,구평동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
130,20240503,부산광역시,사하구,다대동,950,21.6,11.0,10.6,31.1,87.2,4.9,7.0,0.0,1
131,20240503,부산광역시,사하구,당리동,950,21.6,11.0,10.6,31.1,87.2,4.9,7.0,0.0,2
132,20240503,부산광역시,사하구,장림동,950,21.6,11.0,10.6,31.1,87.2,4.9,7.0,0.0,1
133,20240503,부산광역시,사하구,하단동,950,21.6,11.0,10.6,31.1,87.2,4.9,7.0,0.0,2
134,20240503,부산광역시,서구,남부민동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
135,20240503,부산광역시,서구,서대신동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
136,20240503,부산광역시,서구,암남동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
137,20240503,부산광역시,수영구,광안동,937,24.7,7.3,17.4,27.0,97.0,2.7,4.7,0.0,2
138,20240503,부산광역시,수영구,망미동,940,23.2,9.2,14.0,24.9,91.1,3.1,6.3,0.0,2
139,20240503,부산광역시,수영구,민락동,937,24.7,7.3,17.4,27.0,97.0,2.7,4.7,0.0,1
140,20240503,부산광역시,연제구,연산동,940,23.2,9.2,14.0,24.9,91.1,3.1,6.3,0.0,4
141,20240503,부산광역시,영도구,동삼동,910,21.1,10.2,10.9,32.7,96.4,2.4,4.0,0.0,2
142,20240503,부산광역시,영도구,영선동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
143,20240503,부산광역시,영도구,청학동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,2
144,20240503,부산광역시,중구,남포동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
145,20240503,부산광역시,중구,창선동,159,22.3,11.8,10.5,28.4,82.5,4.0,6.1,0.0,1
146,20240503,부산광역시,해운대구,반송동,937,24.7,7.3,17.4,27.0,97.0,2.7,4.7,0.0,2
147,20240503,부산광역시,해운대구,반여동,937,24.7,7.3,17.4,27.0,97.0,2.7,4.7,0.0,1
148,20240503,부산광역시,해운대구,송정동,937,24.7,7.3,17.4,27.0,97.0,2.7,4.7,0.0,1
149,20240503,부산광역시,해운대구,우동,937,24.7,7.3,17.4,27.0,97.0,2.7,4.7,0.0,4
150,20240503,부산광역시,해운대구,재송동,937,24.7,7.3,17.4,27.0,97.0,2.7,4.7,0.0,2
151,20240504,부산광역시,강서구,명지동,904,24.9,8.8,16.1,43.0,90.7,5.3,7.6,0.0,1
152,20240504,부산광역시,강서구,송정동,937,26.0,9.9,16.1,44.1,99.2,3.1,4.8,0.0,1
153,20240504,부산광역시,금정구,구서동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
154,20240504,부산광역시,금정구,금사동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
155,20240504,부산광역시,금정구,노포동,939,25.8,4.5,21.3,42.0,96.5,4.2,7.7,0.0,2
156,20240504,부산광역시,금정구,장전동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
157,20240504,부산광역시,금정구,청룡동,939,25.8,4.5,21.3,42.0,96.5,4.2,7.7,0.0,1
158,20240504,부산광역시,기장군,기장읍,923,22.3,10.9,11.4,60.1,95.0,4.0,7.0,0.0,1
159,20240504,부산광역시,기장군,장안읍,923,22.3,10.9,11.4,60.1,95.0,4.0,7.0,0.0,1
160,20240504,부산광역시,기장군,정관읍,923,22.3,10.9,11.4,60.1,95.0,4.0,7.0,0.0,3
161,20240504,부산광역시,남구,감만동,942,23.6,12.0,11.6,50.8,92.6,3.0,4.9,0.0,1
162,20240504,부산광역시,남구,문현동,942,23.6,12.0,11.6,50.8,92.6,3.0,4.9,0.0,1
163,20240504,부산광역시,남구,용호동,942,23.6,12.0,11.6,50.8,92.6,3.0,4.9,0.0,1
164,20240504,부산광역시,남구,우암동,942,23.6,12.0,11.6,50.8,92.6,3.0,4.9,0.0,1
165,20240504,부산광역시,동구,수정동,159,23.8,12.3,11.5,47.3,84.8,4.1,5.8,0.0,1
166,20240504,부산광역시,동구,초량동,159,23.8,12.3,11.5,47.3,84.8,4.1,5.8,0.0,1
167,20240504,부산광역시,동래구,사직동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
168,20240504,부산광역시,동래구,수안동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
169,20240504,부산광역시,동래구,안락동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
170,20240504,부산광역시,부산진구,당감동,938,25.4,10.2,15.2,38.8,91.5,4.3,7.2,0.0,1
171,20240504,부산광역시,부산진구,부전동,938,25.4,10.2,15.2,38.8,91.5,4.3,7.2,0.0,2
172,20240504,부산광역시,부산진구,양정동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
173,20240504,부산광역시,부산진구,연지동,941,26.0,9.4,16.6,39.3,79.0,3.7,6.5,0.0,1
174,20240504,부산광역시,부산진구,초읍동,941,26.0,9.4,16.6,39.3,79.0,3.7,6.5,0.0,1
175,20240504,부산광역시,북구,구포동,941,26.0,9.4,16.6,39.3,79.0,3.7,6.5,0.0,2
176,20240504,부산광역시,북구,금곡동,941,26.0,9.4,16.6,39.3,79.0,3.7,6.5,0.0,1
177,20240504,부산광역시,북구,덕천동,941,26.0,9.4,16.6,39.3,79.0,3.7,6.5,0.0,2
178,20240504,부산광역시,북구,만덕동,941,26.0,9.4,16.6,39.3,79.0,3.7,6.5,0.0,1
179,20240504,부산광역시,사상구,감전동,904,24.9,8.8,16.1,43.0,90.7,5.3,7.6,0.0,1
180,20240504,부산광역시,사상구,모라동,904,24.9,8.8,16.1,43.0,90.7,5.3,7.6,0.0,2
181,20240504,부산광역시,사상구,주례동,938,25.4,10.2,15.2,38.8,91.5,4.3,7.2,0.0,1
182,20240504,부산광역시,사하구,괴정동,950,23.9,12.3,11.6,47.0,88.5,4.0,6.3,0.0,1
183,20240504,부산광역시,사하구,다대동,950,23.9,12.3,11.6,47.0,88.5,4.0,6.3,0.0,1
184,20240504,부산광역시,사하구,신평동,950,23.9,12.3,11.6,47.0,88.5,4.0,6.3,0.0,1
185,20240504,부산광역시,사하구,장림동,950,23.9,12.3,11.6,47.0,88.5,4.0,6.3,0.0,2
186,20240504,부산광역시,사하구,하단동,950,23.9,12.3,11.6,47.0,88.5,4.0,6.3,0.0,1
187,20240504,부산광역시,서구,남부민동,159,23.8,12.3,11.5,47.3,84.8,4.1,5.8,0.0,1
188,20240504,부산광역시,서구,서대신동,159,23.8,12.3,11.5,47.3,84.8,4.1,5.8,0.0,1
189,20240504,부산광역시,서구,암남동,159,23.8,12.3,11.5,47.3,84.8,4.1,5.8,0.0,1
190,20240504,부산광역시,수영구,광안동,937,26.0,9.9,16.1,44.1,99.2,3.1,4.8,0.0,2
191,20240504,부산광역시,수영구,남천동,937,26.0,9.9,16.1,44.1,99.2,3.1,4.8,0.0,1
192,20240504,부산광역시,수영구,망미동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,1
193,20240504,부산광역시,연제구,연산동,940,24.1,9.0,15.1,44.8,79.6,3.7,6.8,0.0,3
194,20240504,부산광역시,영도구,동삼동,910,23.1,12.9,10.2,46.9,96.0,2.5,3.7,0.0,1
195,20240504,부산광역시,중구,남포동,159,23.8,12.3,11.5,47.3,84.8,4.1,5.8,0.0,1
196,20240504,부산광역시,해운대구,반여동,937,26.0,9.9,16.1,44.1,99.2,3.1,4.8,0.0,2
197,20240504,부산광역시,해운대구,우동,937,26.0,9.9,16.1,44.1,99.2,3.1,4.8,0.0,1
198,20240504,부산광역시,해운대구,중동,937,26.0,9.9,16.1,44.1,99.2,3.1,4.8,0.0,1
199,20240505,부산광역시,강서구,대저1동,904,20.5,17.5,3.0,65.3,92.5,10.5,22.4,49.5,1
200,20240505,부산광역시,강서구,대저2동,904,20.5,17.5,3.0,65.3,92.5,10.5,22.4,49.5,1
201,20240505,부산광역시,강서구,성북동,921,20.2,16.4,3.8,59.3,94.8,8.6,12.4,27.5,3
202,20240505,부산광역시,금정구,남산동,939,20.7,15.5,5.2,62.6,94.5,3.7,10.3,37.5,1
203,20240505,부산광역시,금정구,부곡동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
204,20240505,부산광역시,금정구,서동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
205,20240505,부산광역시,금정구,장전동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
206,20240505,부산광역시,기장군,기장읍,923,19.7,16.2,3.5,62.6,100.0,2.8,6.1,41.0,2
207,20240505,부산광역시,기장군,일광읍,923,19.7,16.2,3.5,62.6,100.0,2.8,6.1,41.0,3
208,20240505,부산광역시,기장군,장안읍,923,19.7,16.2,3.5,62.6,100.0,2.8,6.1,41.0,4
209,20240505,부산광역시,기장군,정관읍,923,19.7,16.2,3.5,62.6,100.0,2.8,6.1,41.0,1
210,20240505,부산광역시,남구,대연동,942,20.0,15.9,4.1,59.9,98.4,6.7,12.9,58.0,1
211,20240505,부산광역시,동구,범일동,942,20.0,15.9,4.1,59.9,98.4,6.7,12.9,58.0,1
212,20240505,부산광역시,동구,초량동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,1
213,20240505,부산광역시,동래구,낙민동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
214,20240505,부산광역시,동래구,사직동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
215,20240505,부산광역시,동래구,안락동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
216,20240505,부산광역시,동래구,온천동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,2
217,20240505,부산광역시,부산진구,가야동,938,20.4,16.3,4.1,59.3,93.8,4.0,10.7,68.0,2
218,20240505,부산광역시,부산진구,범천동,942,20.0,15.9,4.1,59.9,98.4,6.7,12.9,58.0,2
219,20240505,부산광역시,부산진구,부전동,938,20.4,16.3,4.1,59.3,93.8,4.0,10.7,68.0,2
220,20240505,부산광역시,북구,구포동,941,20.7,17.7,3.0,63.9,89.9,7.9,18.3,34.5,6
221,20240505,부산광역시,북구,금곡동,941,20.7,17.7,3.0,63.9,89.9,7.9,18.3,34.5,2
222,20240505,부산광역시,북구,덕천동,941,20.7,17.7,3.0,63.9,89.9,7.9,18.3,34.5,1
223,20240505,부산광역시,북구,만덕동,941,20.7,17.7,3.0,63.9,89.9,7.9,18.3,34.5,3
224,20240505,부산광역시,사상구,괘법동,904,20.5,17.5,3.0,65.3,92.5,10.5,22.4,49.5,7
225,20240505,부산광역시,사상구,모라동,904,20.5,17.5,3.0,65.3,92.5,10.5,22.4,49.5,8
226,20240505,부산광역시,사하구,감천동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,1
227,20240505,부산광역시,사하구,괴정동,950,20.5,16.0,4.5,54.1,96.7,8.7,15.2,47.5,2
228,20240505,부산광역시,사하구,다대동,950,20.5,16.0,4.5,54.1,96.7,8.7,15.2,47.5,2
229,20240505,부산광역시,사하구,당리동,950,20.5,16.0,4.5,54.1,96.7,8.7,15.2,47.5,2
230,20240505,부산광역시,사하구,신평동,950,20.5,16.0,4.5,54.1,96.7,8.7,15.2,47.5,5
231,20240505,부산광역시,사하구,장림동,950,20.5,16.0,4.5,54.1,96.7,8.7,15.2,47.5,1
232,20240505,부산광역시,사하구,하단동,950,20.5,16.0,4.5,54.1,96.7,8.7,15.2,47.5,1
233,20240505,부산광역시,서구,남부민동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,1
234,20240505,부산광역시,서구,암남동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,1
235,20240505,부산광역시,서구,토성동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,1
236,20240505,부산광역시,수영구,광안동,937,20.3,16.4,3.9,71.5,97.1,4.3,7.9,62.5,2
237,20240505,부산광역시,수영구,남천동,937,20.3,16.4,3.9,71.5,97.1,4.3,7.9,62.5,1
238,20240505,부산광역시,수영구,망미동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
239,20240505,부산광역시,연제구,거제동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,1
240,20240505,부산광역시,연제구,연산동,940,20.0,16.3,3.7,65.7,96.4,4.9,13.5,50.0,3
241,20240505,부산광역시,영도구,동삼동,910,19.7,16.2,3.5,61.3,97.1,6.9,10.7,38.0,1
242,20240505,부산광역시,영도구,청학동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,1
243,20240505,부산광역시,중구,보수동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,2
244,20240505,부산광역시,중구,부평동,159,20.3,16.8,3.5,59.5,97.1,5.8,9.0,53.1,1
245,20240505,부산광역시,해운대구,우동,937,20.3,16.4,3.9,71.5,97.1,4.3,7.9,62.5,1
